AGNO_EVAL;RBD;DGV_RBD;NOM_RBD;COD_REG_RBD;COD_PRO_RBD;COD_COM_RBD;NOM_COM_RBD;COD_DEPROV_RBD;NOM_DEPROV_RBD;COD_DEPE;COD_DEPE2;RURAL_RBD;ESTADO_ESTAB;MRUN;DOC_GENERO;DOC_FEC_NAC;NIVEL;PF_PJE;PF_ESC;PF_Cat_Carrera;INSTR_PJE;INSTR_ESC
2021;1;9;LICEO POLITECNICO ARICA;15;151;15101;ARICA;151;ARICA;6;5;0;1;22430522;2;197009;EMTP;2,39;B;C;2,73;C
2021;2;7;PARVULARIO LAS ESPIGUITAS;15;151;15101;ARICA;151;ARICA;6;5;0;1;2079332;2;197811;EE;1,88;I;E;2,33;B
2021;2;7;PARVULARIO LAS ESPIGUITAS;15;151;15101;ARICA;151;ARICA;6;5;0;1;20411562;2;197412;EP;2,33;B;C;3;C
2021;2;7;PARVULARIO LAS ESPIGUITAS;15;151;15101;ARICA;151;ARICA;6;5;0;1;23980662;2;198810;EP;2,53;C;B;3,12;D
2021;2;7;PARVULARIO LAS ESPIGUITAS;15;151;15101;ARICA;151;ARICA;6;5;0;1;24974826;2;196012;EP;2,33;B;C;2,6;C
2021;5;1;JOVINA NARANJO FERNANDEZ;15;151;15101;ARICA;151;ARICA;6;5;0;1;615911;1;197605;EM;3,06;D;A;3,24;D
2021;5;1;JOVINA NARANJO FERNANDEZ;15;151;15101;ARICA;151;ARICA;6;5;0;1;7685538;2;198212;SC;3,15;D;A;3,29;D
2021;7;8;L. POLI. ANTONIO VARAS DE LA BARRA;15;151;15101;ARICA;151;ARICA;6;5;0;1;2331514;2;199005;EM;2,71;C;B;2,93;C
2021;7;8;L. POLI. ANTONIO VARAS DE LA BARRA;15;151;15101;ARICA;151;ARICA;6;5;0;1;3908132;2;198805;EM;2,4;B;C;2,54;C
2021;7;8;L. POLI. ANTONIO VARAS DE LA BARRA;15;151;15101;ARICA;151;ARICA;6;5;0;1;10343989;1;198410;EMTP;2,38;B;C;2,73;C
2021;7;8;L. POLI. ANTONIO VARAS DE LA BARRA;15;151;15101;ARICA;151;ARICA;6;5;0;1;10515547;2;198807;EM;2,38;B;C;2,73;C
2021;7;8;L. POLI. ANTONIO VARAS DE LA BARRA;15;151;15101;ARICA;151;ARICA;6;5;0;1;11209698;1;199403;EM;2,6;C;B;2,86;C
2021;7;8;L. POLI. ANTONIO VARAS DE LA BARRA;15;151;15101;ARICA;151;ARICA;6;5;0;1;13329189;1;198507;EMTP;2,37;B;C;2,72;C
2021;7;8;L. POLI. ANTONIO VARAS DE LA BARRA;15;151;15101;ARICA;151;ARICA;6;5;0;1;13426694;1;196510;EMTP;2,39;B;C;2,73;C
2021;7;8;L. POLI. ANTONIO VARAS DE LA BARRA;15;151;15101;ARICA;151;ARICA;6;5;0;1;14701988;2;199003;EM;3,1;D;A;3,16;D
2021;7;8;L. POLI. ANTONIO VARAS DE LA BARRA;15;151;15101;ARICA;151;ARICA;6;5;0;1;15021630;1;198806;EM;2,4;B;C;2,64;C
2021;7;8;L. POLI. ANTONIO VARAS DE LA BARRA;15;151;15101;ARICA;151;ARICA;6;5;0;1;18526085;2;198407;EM;2,65;C;B;2,89;C
2021;7;8;L. POLI. ANTONIO VARAS DE LA BARRA;15;151;15101;ARICA;151;ARICA;6;5;0;1;19606893;1;198207;EM;2,5;B;C;2,6;C
2021;7;8;L. POLI. ANTONIO VARAS DE LA BARRA;15;151;15101;ARICA;151;ARICA;6;5;0;1;21151926;2;198801;EM;2,31;B;C;2,69;C
2021;7;8;L. POLI. ANTONIO VARAS DE LA BARRA;15;151;15101;ARICA;151;ARICA;6;5;0;1;21931611;1;198502;EM;2,25;B;D;2,65;C
2021;7;8;L. POLI. ANTONIO VARAS DE LA BARRA;15;151;15101;ARICA;151;ARICA;6;5;0;1;25707105;2;198305;EM;2,56;C;B;2,84;C
2021;8;6;COLEGIO INTEGRADO EDUARDO FREI MONTALVA;15;151;15101;ARICA;151;ARICA;6;5;0;1;619420;2;198602;SC;2,55;C;B;2,93;C
2021;8;6;COLEGIO INTEGRADO EDUARDO FREI MONTALVA;15;151;15101;ARICA;151;ARICA;6;5;0;1;3703358;2;198012;EM;2,6;C;B;2,96;C
2021;8;6;COLEGIO INTEGRADO EDUARDO FREI MONTALVA;15;151;15101;ARICA;151;ARICA;6;5;0;1;12235019;1;197412;EM;2,4;B;C;2,84;C
2021;8;6;COLEGIO INTEGRADO EDUARDO FREI MONTALVA;15;151;15101;ARICA;151;ARICA;6;5;0;1;14971418;2;198807;EE;2,24;B;D;2,54;C
2021;8;6;COLEGIO INTEGRADO EDUARDO FREI MONTALVA;15;151;15101;ARICA;151;ARICA;6;5;0;1;15771366;2;198404;SC;2,38;B;C;2,83;C
2021;8;6;COLEGIO INTEGRADO EDUARDO FREI MONTALVA;15;151;15101;ARICA;151;ARICA;6;5;0;1;18237114;2;198007;EM;2,23;B;D;2,74;C
2021;9;4;ESCUELA REPUBLICA DE ISRAEL;15;151;15101;ARICA;151;ARICA;6;5;0;1;12990055;1;198510;SC;2,54;C;B;2,92;C
2021;9;4;ESCUELA REPUBLICA DE ISRAEL;15;151;15101;ARICA;151;ARICA;6;5;0;1;16539248;2;197305;PC;2,3;B;C;2,88;C
2021;9;4;ESCUELA REPUBLICA DE ISRAEL;15;151;15101;ARICA;151;ARICA;6;5;0;1;24641040;2;198510;SC;3,25;D;A;3,35;D
2021;11;6;ESC. GRAL. PEDRO LAGOS MARCHANT;15;151;15101;ARICA;151;ARICA;6;5;0;1;1147261;2;197907;SC;2,65;C;B;3,09;D
2021;11;6;ESC. GRAL. PEDRO LAGOS MARCHANT;15;151;15101;ARICA;151;ARICA;6;5;0;1;4530597;2;196112;EE;2,25;B;D;2,65;C
2021;11;6;ESC. GRAL. PEDRO LAGOS MARCHANT;15;151;15101;ARICA;151;ARICA;6;5;0;1;9114656;1;195904;SC;2,1;B;D;2,66;C
2021;11;6;ESC. GRAL. PEDRO LAGOS MARCHANT;15;151;15101;ARICA;151;ARICA;6;5;0;1;9792582;2;194710;EE;1,83;I;E;2,4;B
2021;11;6;ESC. GRAL. PEDRO LAGOS MARCHANT;15;151;15101;ARICA;151;ARICA;6;5;0;1;19989698;2;198611;SC;2,55;C;B;2,93;C
2021;11;6;ESC. GRAL. PEDRO LAGOS MARCHANT;15;151;15101;ARICA;151;ARICA;6;5;0;1;22954928;1;198312;SC;2,55;C;B;3,03;D
2021;12;4;ESCUELA GRAL JOSE MIGUEL CARRERA;15;151;15101;ARICA;151;ARICA;6;5;0;1;354393;2;198206;EE;2,25;B;D;2,75;C
2021;12;4;ESCUELA GRAL JOSE MIGUEL CARRERA;15;151;15101;ARICA;151;ARICA;6;5;0;1;1261074;2;197312;PC;2,22;B;D;2,73;C
2021;12;4;ESCUELA GRAL JOSE MIGUEL CARRERA;15;151;15101;ARICA;151;ARICA;6;5;0;1;5665310;2;197205;EE;2,77;C;B;3,06;D
2021;12;4;ESCUELA GRAL JOSE MIGUEL CARRERA;15;151;15101;ARICA;151;ARICA;6;5;0;1;12418718;2;197201;EP;1,99;I;E;2,79;C
2021;12;4;ESCUELA GRAL JOSE MIGUEL CARRERA;15;151;15101;ARICA;151;ARICA;6;5;0;1;12717631;2;197512;PC;1,95;I;E;2,57;C
2021;12;4;ESCUELA GRAL JOSE MIGUEL CARRERA;15;151;15101;ARICA;151;ARICA;6;5;0;1;20879975;2;198609;EP;3,05;D;A;3,43;D
2021;13;2;ESCUELA MANUEL RODRIGUEZ ERDOYZA;15;151;15101;ARICA;151;ARICA;6;5;0;1;860950;2;196811;SC;2,43;B;C;2,66;C
2021;13;2;ESCUELA MANUEL RODRIGUEZ ERDOYZA;15;151;15101;ARICA;151;ARICA;6;5;0;1;3394498;2;198607;PC;2,48;B;C;2,89;C
2021;14;0;ESCUELA ROMULO J. PENA MATURANA;15;151;15101;ARICA;151;ARICA;6;5;0;1;8979480;2;196703;EP;2,5;B;C;3;C
2021;14;0;ESCUELA ROMULO J. PENA MATURANA;15;151;15101;ARICA;151;ARICA;6;5;0;1;10972164;2;198006;PC;2,25;B;D;2,65;C
2021;14;0;ESCUELA ROMULO J. PENA MATURANA;15;151;15101;ARICA;151;ARICA;6;5;0;1;13254264;2;198907;PC;2,65;C;B;2,59;C
2021;14;0;ESCUELA ROMULO J. PENA MATURANA;15;151;15101;ARICA;151;ARICA;6;5;0;1;17844503;2;197506;EP;2,69;C;B;3,11;D
2021;14;0;ESCUELA ROMULO J. PENA MATURANA;15;151;15101;ARICA;151;ARICA;6;5;0;1;18555210;1;198509;EE;1,93;I;E;2,26;B
2021;14;0;ESCUELA ROMULO J. PENA MATURANA;15;151;15101;ARICA;151;ARICA;6;5;0;1;21545653;2;198105;EE;1,95;I;E;2,27;B
2021;15;9;LICEO BICENTENARIO ARTISTICO DR. JUAN NOE CREVANI;15;151;15101;ARICA;151;ARICA;6;5;0;1;133211;2;198503;EM;2,83;C;B;3;C
2021;15;9;LICEO BICENTENARIO ARTISTICO DR. JUAN NOE CREVANI;15;151;15101;ARICA;151;ARICA;6;5;0;1;9561245;2;198205;PC;2,41;B;C;2,55;C
2021;16;7;ESCUELA REGIMIENTO RANCAGUA;15;151;15101;ARICA;151;ARICA;6;5;0;1;7739230;2;197906;EE;2,05;B;D;2,73;C
2021;16;7;ESCUELA REGIMIENTO RANCAGUA;15;151;15101;ARICA;151;ARICA;6;5;0;1;12055686;2;199105;SC;2,15;B;D;2,59;C
2021;16;7;ESCUELA REGIMIENTO RANCAGUA;15;151;15101;ARICA;151;ARICA;6;5;0;1;13844198;1;198906;SC;2,6;C;B;2,76;C
2021;16;7;ESCUELA REGIMIENTO RANCAGUA;15;151;15101;ARICA;151;ARICA;6;5;0;1;18829488;2;198802;EP;2,4;B;C;2,84;C
2021;17;5;ESCUELA SUBTTE. LUIS CRUZ MARTINEZ;15;151;15101;ARICA;151;ARICA;6;5;0;1;2714450;2;198804;SC;2,6;C;B;3,06;D
2021;17;5;ESCUELA SUBTTE. LUIS CRUZ MARTINEZ;15;151;15101;ARICA;151;ARICA;6;5;0;1;3784608;2;195712;EE;2,21;B;D;2,63;C
2021;17;5;ESCUELA SUBTTE. LUIS CRUZ MARTINEZ;15;151;15101;ARICA;151;ARICA;6;5;0;1;5286761;2;198212;SC;2,33;B;C;2,5;B
2021;17;5;ESCUELA SUBTTE. LUIS CRUZ MARTINEZ;15;151;15101;ARICA;151;ARICA;6;5;0;1;6831442;2;198401;PC;2,38;B;C;2,73;C
2021;17;5;ESCUELA SUBTTE. LUIS CRUZ MARTINEZ;15;151;15101;ARICA;151;ARICA;6;5;0;1;19186282;2;197301;PC;2,83;C;B;3,2;D
2021;17;5;ESCUELA SUBTTE. LUIS CRUZ MARTINEZ;15;151;15101;ARICA;151;ARICA;6;5;0;1;24004860;2;197611;PC;2,38;B;C;2,63;C
2021;18;3;ESC. COMTE. JUAN JOSE SAN MARTIN;15;151;15101;ARICA;151;ARICA;6;5;0;1;1797497;2;198101;EP;1,81;I;E;2,39;B
2021;18;3;ESC. COMTE. JUAN JOSE SAN MARTIN;15;151;15101;ARICA;151;ARICA;6;5;0;1;8531376;2;198608;SC;2,4;B;C;2,54;C
2021;18;3;ESC. COMTE. JUAN JOSE SAN MARTIN;15;151;15101;ARICA;151;ARICA;6;5;0;1;11865913;2;198109;EE;2,71;C;B;2,93;C
2021;18;3;ESC. COMTE. JUAN JOSE SAN MARTIN;15;151;15101;ARICA;151;ARICA;6;5;0;1;13026291;2;198303;EP;2,14;B;D;2,38;B
2021;18;3;ESC. COMTE. JUAN JOSE SAN MARTIN;15;151;15101;ARICA;151;ARICA;6;5;0;1;14362365;2;198004;PC;2,35;B;C; ; 
2021;18;3;ESC. COMTE. JUAN JOSE SAN MARTIN;15;151;15101;ARICA;151;ARICA;6;5;0;1;18082135;2;197201;PC;2,43;B;C;2,96;C
2021;18;3;ESC. COMTE. JUAN JOSE SAN MARTIN;15;151;15101;ARICA;151;ARICA;6;5;0;1;21539279;2;198201;SC;2,8;C;B;2,78;C
2021;18;3;ESC. COMTE. JUAN JOSE SAN MARTIN;15;151;15101;ARICA;151;ARICA;6;5;0;1;23663364;2;197401;SLI;2,42;B;C;2,75;C
2021;18;3;ESC. COMTE. JUAN JOSE SAN MARTIN;15;151;15101;ARICA;151;ARICA;6;5;0;1;24408897;2;196512;PC;2,73;C;B;3,14;D
2021;19;1;ESC. HUMBERTO VALENZUELA GARCIA;15;151;15101;ARICA;151;ARICA;6;5;0;1;889499;2;198803;EE;2,13;B;D;2,58;C
2021;19;1;ESC. HUMBERTO VALENZUELA GARCIA;15;151;15101;ARICA;151;ARICA;6;5;0;1;4379334;2;198403;EE;1,95;I;E;2,37;B
2021;20;5;ESCUELA TUCAPEL;15;151;15101;ARICA;151;ARICA;6;5;0;1;405886;2;198107;PC;2,63;C;B;3,18;D
2021;20;5;ESCUELA TUCAPEL;15;151;15101;ARICA;151;ARICA;6;5;0;1;11791317;2;197110;PC;2,58;C;B;3,15;D
2021;20;5;ESCUELA TUCAPEL;15;151;15101;ARICA;151;ARICA;6;5;0;1;20092185;2;198604;EP;2,21;B;D;2,73;C
2021;20;5;ESCUELA TUCAPEL;15;151;15101;ARICA;151;ARICA;6;5;0;1;26166369;2;197011;PC;2,7;C;B;3,22;D
2021;22;1;ESCUELA GABRIELA MISTRAL;15;151;15101;ARICA;151;ARICA;6;5;0;1;5775291;1;198602;SC;2,28;B;C;2,57;C
2021;22;1;ESCUELA GABRIELA MISTRAL;15;151;15101;ARICA;151;ARICA;6;5;0;1;6552673;2;196103;EP;2,33;B;C;2,7;C
2021;22;1;ESCUELA GABRIELA MISTRAL;15;151;15101;ARICA;151;ARICA;6;5;0;1;10048741;2;198011;EP;2,33;B;C;2,7;C
2021;22;1;ESCUELA GABRIELA MISTRAL;15;151;15101;ARICA;151;ARICA;6;5;0;1;11073352;2;197903;EP;2,32;B;C;2,69;C
2021;22;1;ESCUELA GABRIELA MISTRAL;15;151;15101;ARICA;151;ARICA;6;5;0;1;11194032;2;196805;SC;2,35;B;C;2,51;C
2021;22;1;ESCUELA GABRIELA MISTRAL;15;151;15101;ARICA;151;ARICA;6;5;0;1;11986772;2;198704;PC;2,38;B;C;2,73;C
2021;22;1;ESCUELA GABRIELA MISTRAL;15;151;15101;ARICA;151;ARICA;6;5;0;1;12528616;2;197012;PC;2,64;C;B; ; 
2021;22;1;ESCUELA GABRIELA MISTRAL;15;151;15101;ARICA;151;ARICA;6;5;0;1;12604047;2;198906;SC;2,39;B;C;2,73;C
2021;22;1;ESCUELA GABRIELA MISTRAL;15;151;15101;ARICA;151;ARICA;6;5;0;1;13442747;2;196908;EE;2,2;B;D;2,62;C
2021;22;1;ESCUELA GABRIELA MISTRAL;15;151;15101;ARICA;151;ARICA;6;5;0;1;13558694;2;197801;PC;2,35;B;C;2,71;C
2021;22;1;ESCUELA GABRIELA MISTRAL;15;151;15101;ARICA;151;ARICA;6;5;0;1;14014314;2;198904;SC;2,53;C;B;2,82;C
2021;22;1;ESCUELA GABRIELA MISTRAL;15;151;15101;ARICA;151;ARICA;6;5;0;1;15752167;2;198203;EE;2,05;B;D;2,33;B
2021;22;1;ESCUELA GABRIELA MISTRAL;15;151;15101;ARICA;151;ARICA;6;5;0;1;20043484;2;198811;PC;2,45;B;C;2,77;C
2021;22;1;ESCUELA GABRIELA MISTRAL;15;151;15101;ARICA;151;ARICA;6;5;0;1;23919812;2;196212;EP;2,29;B;C;2,67;C
2021;25;6;COLEGIO CENTENARIO DE ARICA;15;151;15101;ARICA;151;ARICA;6;5;0;1;5106063;2;197304;EP;2,05;B;D; ; 
2021;25;6;COLEGIO CENTENARIO DE ARICA;15;151;15101;ARICA;151;ARICA;6;5;0;1;7191628;2;199408;PC;2,3;B;C;2,68;C
2021;25;6;COLEGIO CENTENARIO DE ARICA;15;151;15101;ARICA;151;ARICA;6;5;0;1;8493412;2;198012;PC;2,38;B;C;2,63;C
2021;25;6;COLEGIO CENTENARIO DE ARICA;15;151;15101;ARICA;151;ARICA;6;5;0;1;10568678;2;197203;EM;2,53;C;B;2,92;C
2021;25;6;COLEGIO CENTENARIO DE ARICA;15;151;15101;ARICA;151;ARICA;6;5;0;1;14475172;2;196203;EE;2,38;B;C;2,53;C
2021;25;6;COLEGIO CENTENARIO DE ARICA;15;151;15101;ARICA;151;ARICA;6;5;0;1;16078291;2;198607;SC;2,32;B;C;2,69;C
2021;25;6;COLEGIO CENTENARIO DE ARICA;15;151;15101;ARICA;151;ARICA;6;5;0;1;22480077;2;197309;EENEEP;2,71;C;B;2,93;C
2021;25;6;COLEGIO CENTENARIO DE ARICA;15;151;15101;ARICA;151;ARICA;6;5;0;1;24410944;1;198301;SC;2,95;C;B;2,87;C
2021;27;2;ESCUELA ESMERALDA;15;151;15101;ARICA;151;ARICA;6;5;0;1;21603440;2;197108;PC;2,08;B;D;2,55;C
2021;28;0;ESCUELA RICARDO SILVA ARRIAGADA;15;151;15101;ARICA;151;ARICA;6;5;0;1;10273053;2;196410;SC;3,02;D;A;3,21;D
2021;28;0;ESCUELA RICARDO SILVA ARRIAGADA;15;151;15101;ARICA;151;ARICA;6;5;0;1;16146554;1;199007;SC;3,12;D;A;3,47;D
2021;29;9;ESCUELA AMERICA;15;151;15101;ARICA;151;ARICA;6;5;0;1;6493929;2;196307;PC;2,57;C;B;3,14;D
2021;29;9;ESCUELA AMERICA;15;151;15101;ARICA;151;ARICA;6;5;0;1;17139491;2;198506;PC;2,66;C;B;3,2;D
2021;32;9;LICEO AGRICOLA JOSE ABELARDO NUNEZ M.;15;151;15101;ARICA;151;ARICA;6;5;1;1;9784078;2;198605;SC;2,03;B;D; ; 
2021;32;9;LICEO AGRICOLA JOSE ABELARDO NUNEZ M.;15;151;15101;ARICA;151;ARICA;6;5;1;1;13773644;2;198402;EE;2,66;C;B;2,9;C
2021;32;9;LICEO AGRICOLA JOSE ABELARDO NUNEZ M.;15;151;15101;ARICA;151;ARICA;6;5;1;1;16629301;1;198307;EM;2,73;C;B;2,94;C
2021;32;9;LICEO AGRICOLA JOSE ABELARDO NUNEZ M.;15;151;15101;ARICA;151;ARICA;6;5;1;1;19011420;2;196904;EE;2,24;B;D;2,64;C
2021;32;9;LICEO AGRICOLA JOSE ABELARDO NUNEZ M.;15;151;15101;ARICA;151;ARICA;6;5;1;1;21559457;2;198612;EE;2;B;D;2,5;B
2021;32;9;LICEO AGRICOLA JOSE ABELARDO NUNEZ M.;15;151;15101;ARICA;151;ARICA;6;5;1;1;24670419;1;198202;SLI;2,14;B;D;2,48;B
2021;33;7;ESCUELA CARLOS CONDELL DE LA HAZA;15;151;15101;ARICA;151;ARICA;6;5;1;1;2187921;2;197910;SC;2,35;B;C;2,91;C
2021;33;7;ESCUELA CARLOS CONDELL DE LA HAZA;15;151;15101;ARICA;151;ARICA;6;5;1;1;14260951;2;198207;SC; ; ; ; ; 
2021;33;7;ESCUELA CARLOS CONDELL DE LA HAZA;15;151;15101;ARICA;151;ARICA;6;5;1;1;14575320;2;198512;EP;2,71;C;B;3,13;D
2021;33;7;ESCUELA CARLOS CONDELL DE LA HAZA;15;151;15101;ARICA;151;ARICA;6;5;1;1;20654173;2;197411;PC;2,53;C;B;3,12;D
2021;35;3;ESCUELA GRAL. MANUEL BAQUEDANO;15;151;15101;ARICA;151;ARICA;6;5;1;1;24060097;2;196504;EP;2,45;B;C;2,87;C
2021;36;1;ESCUELA IGNACIO CARRERA PINTO;15;151;15101;ARICA;151;ARICA;6;5;0;1;8286528;2;196202;SLI;2,35;B;C;2,71;C
2021;38;8;ESCUELA ESPAÑA;15;151;15101;ARICA;151;ARICA;6;5;1;1;11464716;2;197408;PC;2,18;B;D;2,71;C
2021;38;8;ESCUELA ESPAÑA;15;151;15101;ARICA;151;ARICA;6;5;1;1;18395344;2;197910;SC;2,47;B;C;3,08;D
2021;38;8;ESCUELA ESPAÑA;15;151;15101;ARICA;151;ARICA;6;5;1;1;20355419;2;196507;SC;2,37;B;C;2,82;C
2021;39;6;ESCUELA PAMPA ALGODONAL;15;151;15101;ARICA;151;ARICA;6;5;1;1;1928902;2;196301;PC;2,37;B;C;2,42;B
2021;39;6;ESCUELA PAMPA ALGODONAL;15;151;15101;ARICA;151;ARICA;6;5;1;1;8216380;2;197503;EE;2,25;B;D;2,75;C
2021;52;3;LICEO BICENTENARIO DOMINGO SANTA MARIA;15;151;15101;ARICA;151;ARICA;3;2;0;1;912330;2;197201;SC;2,59;C;B;-1;N/A
2021;52;3;LICEO BICENTENARIO DOMINGO SANTA MARIA;15;151;15101;ARICA;151;ARICA;3;2;0;1;3219822;1;198612;EM;2,3;B;C;-1;N/A
2021;52;3;LICEO BICENTENARIO DOMINGO SANTA MARIA;15;151;15101;ARICA;151;ARICA;3;2;0;1;4554261;2;197612;PC;2,33;B;C;-1;N/A
2021;52;3;LICEO BICENTENARIO DOMINGO SANTA MARIA;15;151;15101;ARICA;151;ARICA;3;2;0;1;5399951;2;199007;PC;2,5;B;C;-1;N/A
2021;52;3;LICEO BICENTENARIO DOMINGO SANTA MARIA;15;151;15101;ARICA;151;ARICA;3;2;0;1;5836636;2;198204;EE;2;B;D;-1;N/A
2021;52;3;LICEO BICENTENARIO DOMINGO SANTA MARIA;15;151;15101;ARICA;151;ARICA;3;2;0;1;6158274;2;198811;PC;2,35;B;C;-1;N/A
2021;52;3;LICEO BICENTENARIO DOMINGO SANTA MARIA;15;151;15101;ARICA;151;ARICA;3;2;0;1;6354384;2;197508;SC;2,97;C;B;-1;N/A
2021;52;3;LICEO BICENTENARIO DOMINGO SANTA MARIA;15;151;15101;ARICA;151;ARICA;3;2;0;1;7836912;1;198605;SC;2,68;C;B;-1;N/A
2021;52;3;LICEO BICENTENARIO DOMINGO SANTA MARIA;15;151;15101;ARICA;151;ARICA;3;2;0;1;8296971;2;197012;SC;2,39;B;C;-1;N/A
2021;52;3;LICEO BICENTENARIO DOMINGO SANTA MARIA;15;151;15101;ARICA;151;ARICA;3;2;0;1;9512206;1;197911;EM;2,86;C;B;-1;N/A
2021;52;3;LICEO BICENTENARIO DOMINGO SANTA MARIA;15;151;15101;ARICA;151;ARICA;3;2;0;1;11002104;2;197202;SC;2,4;B;C;-1;N/A
2021;52;3;LICEO BICENTENARIO DOMINGO SANTA MARIA;15;151;15101;ARICA;151;ARICA;3;2;0;1;11063999;2;198408;SC;2,72;C;B;-1;N/A
2021;52;3;LICEO BICENTENARIO DOMINGO SANTA MARIA;15;151;15101;ARICA;151;ARICA;3;2;0;1;13208382;2;198210;EP;2,74;C;B;-1;N/A
2021;52;3;LICEO BICENTENARIO DOMINGO SANTA MARIA;15;151;15101;ARICA;151;ARICA;3;2;0;1;14883328;2;198210;PC;2,15;B;D;-1;N/A
2021;52;3;LICEO BICENTENARIO DOMINGO SANTA MARIA;15;151;15101;ARICA;151;ARICA;3;2;0;1;16723384;2;199104;SC;2,65;C;B;-1;N/A
2021;52;3;LICEO BICENTENARIO DOMINGO SANTA MARIA;15;151;15101;ARICA;151;ARICA;3;2;0;1;16982586;1;197302;EM;2,25;B;D;-1;N/A
2021;52;3;LICEO BICENTENARIO DOMINGO SANTA MARIA;15;151;15101;ARICA;151;ARICA;3;2;0;1;19063409;2;198007;SC;2,51;C;B;-1;N/A
2021;52;3;LICEO BICENTENARIO DOMINGO SANTA MARIA;15;151;15101;ARICA;151;ARICA;3;2;0;1;19247356;2;198407;EE;2,5;B;C;-1;N/A
2021;52;3;LICEO BICENTENARIO DOMINGO SANTA MARIA;15;151;15101;ARICA;151;ARICA;3;2;0;1;19258052;2;197707;EM;2,35;B;C;-1;N/A
2021;52;3;LICEO BICENTENARIO DOMINGO SANTA MARIA;15;151;15101;ARICA;151;ARICA;3;2;0;1;19648988;2;198312;SC;2,45;B;C;-1;N/A
2021;52;3;LICEO BICENTENARIO DOMINGO SANTA MARIA;15;151;15101;ARICA;151;ARICA;3;2;0;1;20312542;2;197505;SC;2,72;C;B;-1;N/A
2021;52;3;LICEO BICENTENARIO DOMINGO SANTA MARIA;15;151;15101;ARICA;151;ARICA;3;2;0;1;20941212;2;197611;EM;2,35;B;C;-1;N/A
2021;52;3;LICEO BICENTENARIO DOMINGO SANTA MARIA;15;151;15101;ARICA;151;ARICA;3;2;0;1;22639843;2;198303;SC;2,41;B;C;-1;N/A
2021;52;3;LICEO BICENTENARIO DOMINGO SANTA MARIA;15;151;15101;ARICA;151;ARICA;3;2;0;1;24339040;2;198110;PC;2,65;C;B;-1;N/A
2021;52;3;LICEO BICENTENARIO DOMINGO SANTA MARIA;15;151;15101;ARICA;151;ARICA;3;2;0;1;24742514;2;198708;EE;2,2;B;D;-1;N/A
2021;70;1;ESCUELA VALLE DE ESQUINA;15;151;15102;CAMARONES;151;ARICA;6;5;1;1;13783091;1;197411;PC;2,6;C;B;2,66;C
2021;72;8;LICEO VALLE DE CODPA;15;151;15102;CAMARONES;151;ARICA;6;5;1;1;25876;1;197001;EM;2,15;B;D;2,39;B
2021;72;8;LICEO VALLE DE CODPA;15;151;15102;CAMARONES;151;ARICA;6;5;1;1;7085051;2;197411;PC;2,3;B;C;2,88;C
2021;72;8;LICEO VALLE DE CODPA;15;151;15102;CAMARONES;151;ARICA;6;5;1;1;15334049;2;196604;EM;2,48;B;C;2,79;C
2021;73;6;ESCUELA VALLE DE COBIJA;15;151;15102;CAMARONES;151;ARICA;6;5;1;1;1030717;1;195402;SC;2,42;B;C;2,75;C
2021;73;6;ESCUELA VALLE DE COBIJA;15;151;15102;CAMARONES;151;ARICA;6;5;1;1;2423676;2;199201;SC;2,67;C;B;2,9;C
2021;74;4;ESCUELA VALLE DE CAMARONES;15;151;15102;CAMARONES;151;ARICA;6;5;1;1;12812833;1;196101;PC;2,69;C;B;2,81;C
2021;76;0;ESCUELA VALLE DE CUYA;15;151;15102;CAMARONES;151;ARICA;6;5;1;1;11323593;2;196606;PC;2,7;C;B;2,92;C
2021;78;7;LICEO GRANADEROS;15;152;15201;PUTRE;151;ARICA;6;5;1;1;3926214;1;197101;EMTP;2,16;B;D;2,6;C
2021;78;7;LICEO GRANADEROS;15;152;15201;PUTRE;151;ARICA;6;5;1;1;7331334;2;199212;SC;2,25;B;D;2,35;B
2021;78;7;LICEO GRANADEROS;15;152;15201;PUTRE;151;ARICA;6;5;1;1;9335419;2;198711;PC;3,2;D;A;3,42;D
2021;78;7;LICEO GRANADEROS;15;152;15201;PUTRE;151;ARICA;6;5;1;1;11162343;2;197805;PC;2,55;C;B;3,03;D
2021;78;7;LICEO GRANADEROS;15;152;15201;PUTRE;151;ARICA;6;5;1;1;23227731;1;198210;EE;2,45;B;C;2,97;C
2021;90;6;ESCUELA INTERNADO VISVIRI;15;152;15202;GENERAL LAGOS;151;ARICA;6;5;1;1;9427836;2;197012;PC;2,71;C;B;3,23;D
2021;92;2;ESCUELA CHISLLUMA;15;152;15202;GENERAL LAGOS;151;ARICA;6;5;1;1;10107104;2;196008;SC; ; ; ; ; 
2021;102;3;ESC.EDUC.ESPECIAL FLOR DEL INCA;1;11;1101;IQUIQUE;11;IQUIQUE;1;1;0;1;5621360;2;198907;EENEEP;2,74;C;B;3,04;D
2021;106;6;INSTITUTO DEL MAR ALMIRANTE CARLOS CONDEL;1;11;1101;IQUIQUE;11;IQUIQUE;5;4;0;1;12739060;1; ;EMTP;2,45;B;C;-1;N/A
2021;106;6;INSTITUTO DEL MAR ALMIRANTE CARLOS CONDEL;1;11;1101;IQUIQUE;11;IQUIQUE;5;4;0;1;20601164;1;197101;EMTP;2,05;B;D;-1;N/A
