Nacimiento, Total Docentes, 485.0
Negrete, Total Docentes, 187.0
Lebu, Total Docentes, 475.0
Los Álamos, Total Docentes, 427.0
Santa Bárbara, Total Docentes, 276.0
Renaico, Total Docentes, 173.0
Quilaco, Total Docentes, 62.0
Mulchén, Total Docentes, 537.0
Angol, Total Docentes, 919.0
Cañete, Total Docentes, 737.0
Alto Biobío, Total Docentes, 128.0
Collipulli, Total Docentes, 439.0
Los Sauces, Total Docentes, 128.0
Contulmo, Total Docentes, 147.0
Purén, Total Docentes, 217.0
Ercilla, Total Docentes, 156.0
Lumaco, Total Docentes, 135.0
Victoria, Total Docentes, 632.0
Traiguén, Total Docentes, 351.0
Tirúa, Total Docentes, 268.0
Galvarino, Total Docentes, 308.0
Perquenco, Total Docentes, 156.0
Curacautín, Total Docentes, 367.0
Lonquimay, Total Docentes, 218.0
Lautaro, Total Docentes, 642.0
Cholchol, Total Docentes, 276.0
Vilcún, Total Docentes, 529.0
Carahue, Total Docentes, 554.0
Temuco, Total Docentes, 4657.0
Nueva Imperial, Total Docentes, 660.0
Padre Las Casas, Total Docentes, 1201.0
Saavedra, Total Docentes, 258.0
Melipeuco, Total Docentes, 110.0
Cunco, Total Docentes, 396.0
Freire, Total Docentes, 400.0
Pitrufquén, Total Docentes, 586.0
Teodoro Schmidt, Total Docentes, 260.0
Gorbea, Total Docentes, 233.0
Toltén, Total Docentes, 232.0
Pucón, Total Docentes, 521.0
Villarrica, Total Docentes, 1362.0
Curarrehue, Total Docentes, 168.0
Loncoche, Total Docentes, 436.0
Mariquina (Región de los Ríos), Total Docentes, 471.0
Lanco (Región de los Ríos), Total Docentes, 344.0
Panguipulli (Región de los Ríos), Total Docentes, 768.0
Máfil (Región de los Ríos), Total Docentes, 142.0
Valdivia (Región de los Ríos), Total Docentes, 2755.0
Los Lagos (Región de los Ríos), Total Docentes, 352.0
Corral (Región de los Ríos), Total Docentes, 96.0
Paillaco (Región de los Ríos), Total Docentes, 413.0
Futrono (Región de los Ríos), Total Docentes, 336.0
La Unión (Región de los Ríos), Total Docentes, 784.0
Lago Ranco (Región de los Ríos), Total Docentes, 171.0
Río Bueno (Región de los Ríos), Total Docentes, 538.0
San Pablo, Total Docentes, 206.0
Osorno, Total Docentes, 2741.0
San Juan De La Costa, Total Docentes, 130.0
Puyehue, Total Docentes, 220.0
Río Negro, Total Docentes, 200.0
Purranque, Total Docentes, 324.0
Puerto Octay, Total Docentes, 154.0
Frutillar, Total Docentes, 391.0
Fresia, Total Docentes, 203.0
Llanquihue, Total Docentes, 253.0
Puerto Varas, Total Docentes, 798.0
Los Muermos, Total Docentes, 339.0
Puerto Montt, Total Docentes, 3854.0
Maullín, Total Docentes, 205.0
Cochamó, Total Docentes, 81.0
Calbuco, Total Docentes, 671.0
Ancud, Total Docentes, 842.0
Hualaihué, Total Docentes, 205.0
Quemchi, Total Docentes, 146.0
Dalcahue, Total Docentes, 260.0
