Id_comuna;Id_comisaria;Nombre_comisaria;Direccion;Fono;Tipo;;;;;
5706;248;TENENCIA SANTA MARIA;IRARRAZAVAL N 182;3423234075;TENENCIA;;;;;
5801;249;TENENCIA EL BELLOTO;FREIRE N 560;323132350;TENENCIA;;;;;
5801;250;2A. COMISARiA DE QUILPUe;CALLE SUBERCASEAUX N 1570;323132326;COMISARIA;;;;;
5802;251;PREFECTURA MARGA MARGA;CALLE PRAT N 340, LIMACHE;332433170;PREFECTURA;;;;;
5802;252;3A. COMISARiA LIMACHE;ARTURO PRAT N 340;332433041;COMISARIA;;;;;
5803;253;TENENCIA OLMUE;ADOLFO EASTMAN S/N;332433061;TENENCIA;;;;;
5804;254;6A. COMISARiA DE VILLA ALEMANA;ARTURO PRAT N 51;323132419;COMISARIA;;;;;
6101;255;7MA COMISARIA CONTROL ORDEN PUBLICO;RUTA LA TRAVESIA KM 89;722972085;COMISARIA;;;;;
6101;256;SUBCOMISARIA IAT RANCAGUA;RUTA TRAVESIA SN KM 89 SECTOR GULTRO OLIVAR;722972051;SUBCOMISARIA;;;;;
6101;257;SUBCOMISARiA DIEGO PORTALES;CONSTANZA N 720;722972164;SUBCOMISARIA;;;;;
6101;258;3A. COMISARiA RANCAGUA ORIENTE;ISABEL PALMA N∞ 549;722972150;COMISARIA;;;;;
6101;259;1A. COMISARiA RANCAGUA;AV. JOSâ DE SAN MARTçN N∞ 174;722972092;COMISARIA;;;;;
6101;260;VI ZONA LIBERTADOR BERNARDO OHIGGINS;TENIENTE CORONEL BERNARDO CUEVAS N 670;722972000;ZONA;;;;;
6101;261;PREFECTURA CACHAPOAL N 11;CORONEL SANTIAGO BUERAS N 515;722972016;PREFECTURA;;;;;
6102;262;TENENCIA CODEGUA;LIBERTADOR BERNARDO OHIGGINS N 389;722972147;TENENCIA;;;;;
6103;263;TENENCIA COINCO;LIBERTADOR BERNARDO OHIGGINS N 285;722972207;TENENCIA;;;;;
6103;264;RETEN MILLAHUE;RUTA H590, EL RULO N 1750;722972209;RETEN;;;;;
6104;265;TENENCIA COLTAUCO;AVDA. ARTURO PRAT N 33;722972285;TENENCIA;;;;;
6104;266;RETEN IDAHUE;RUTA H30 KM. 41.700;722972287;RETEN;;;;;
6105;267;RETEN LO MIRANDA;PLAZA DE ARMAS S/N LO MIRANDA;722972119;RETEN;;;;;
6105;268;SUBCOMISARiA DONIHUE;AVENIDA RANCAGUA N 198;722972112;SUBCOMISARIA;;;;;
6106;269;2A. COMISARiA DE GRANEROS;CALLE GUILLERMO BERRIOS N∞ 088;722972121;COMISARIA;;;;;
6107;270;TENECIA EL MANZANO;RUTA H 66 G KM 60;722972253;TENENCIA;;;;;
6107;271;RETEN LLALLAUQUEN;RUTA H 790 KM 09;722972255;RETEN;;;;;
6107;272;SUBCOMISARiA LAS CABRAS;LAS ACACIAS N 930;722972248;SUBCOMISARIA;;;;;
6108;273;SUBCOMISARiA MACHALI;ARTURO PRAT N 179;722972171;SUBCOMISARIA;;;;;
6108;274;TENENCIA COYA;SAN MARTIN S/N;722972178;TENENCIA;;;;;
6108;275;RETEN PANGAL (F);RUTA H265 KM. 12 SECTOR PANGAL;722972180;RETEN;;;;;
6109;276;RETEN MALLOA;BERNARDO OHIGGINS N 225;722972205;RETEN;;;;;
6110;277;SUBCOMISARiA SAN FRANCISCO DE MOSTAZAL;SAN GUILLERMO N 520;722972140;SUBCOMISARIA;;;;;
6110;278;RETEN LA PUNTA;CONDE DE LA CONQUISTA N 115;722972145;RETEN;;;;;
6111;279;SUBCOMISARiA CARRETERAS I.A.T. CACHAPOAL;RUTA TRAVESiA KM 89, COMUNA OLIVAR;722972078;SUBCOMISARIA;;;;;
6111;280;TENENCIA OLIVAR;MANUEL OLEGARIO SOTO N 199;722972223;TENENCIA;;;;;
6112;281;5A. COMISARiA DE PEUMO;CALLE CARMEN N∞ 33;722972227;COMISARIA;;;;;
6113;282;TENENCIA PICHIDEGUA;AVENIDA INDEPENDENCIA N 815;722972281;TENENCIA;;;;;
6113;283;RETEN ALMAHUE VIEJO;PORTEZUELO S/N;722972283;RETEN;;;;;
6114;284;TENENCIA QUINTA TILCOCO;MANUEL FLORES N 30;722972211;TENENCIA;;;;;
6114;285;RETEN GUACARHUE;CARDENAL CARO N 88;722972213;RETEN;;;;;
6115;286;TENENCIA ROSARIO;BULNES S/N;722972215;TENENCIA;;;;;
6115;287;4A. COMISARiA DE RENGO;ERRAZURIZ N∞ 290;722972182;COMISARIA;;;;;
6115;288;RETEN POPETA;DIEGO PORTALES N 4730  SECTOR POPETA;722972202;RETEN;;;;;
6116;289;RETEN LOS LIRIOS;BERNARDO OHIGGINS N 365;722972225;RETEN;;;;;
6116;290;SUBCOMISARiA REQUINOA;CAUPOLICAN N 9;722972218;SUBCOMISARIA;;;;;
6117;291;RETEN ZUIGA;PORTEZUEL S/N;722972283;RETEN;;;;;
6117;292;6A. COMISARiA DE SAN VICENTE;GERMAN RISCO N∞ 1216;722972257;COMISARIA;;;;;
6117;293;RETEN PUENTE BADEN;RUTA I90H, KLM. 9 EL TAMBO;722972278;RETEN;;;;;
6201;294;3A. COMISARiA DE PICHILEMU;BERNARDO OHIGGINS N 4;722972394;COMISARIA;;;;;
6202;295;RETEN LA ESTRELLA;JUAN IGNACIO VIDAL N 161;722972420;RETEN;;;;;
6203;296;RETEN CENTRAL RAPEL;RUTA G60 KM 64;722972424;RETEN;;;;;
6203;297;TENENCIA LITUECHE;HERMANOS CARRERA N 809;722972422;TENENCIA;;;;;
6204;298;TENENCIA MARCHIHUE;ARTURO PRAT N 1273;722972418;TENENCIA;;;;;
6205;299;RETEN RAPEL DE NAVIDAD;IGNACIO CARRERA PINTO S/N;722972416;RETEN;;;;;
6205;300;TENENCIA NAVIDAD;JUAN MONTES S/N;722972426;TENENCIA;;;;;
6206;301;RETEN PAREDONES;DRETENMORE S/N;722972414;RETEN;;;;;
6206;302;RETEN PEDRO DE ALCANTARA;LLICO N 39;722972415;RETEN;;;;;
6301;303;PREFECTURA COLCHAGUA N 12;TENIENTE HERNAN MERINO CORREA 619;722972290;PREFECTURA;;;;;
6301;304;RETEN ANGOSTURA;ANGOSTURA S/N;722972343;RETEN;;;;;
6301;305;RETEN ROMA;ROMA S/N;722972344;RETEN;;;;;
6301;306;RETEN AGUA BUENA;JULIO FERNANDEZ S/N;722972345;RETEN;;;;;
6301;307;RETEN PUENTE NEGRO (F);RUTA I45 KM 16;722972358;RETEN;;;;;
6302;308;TENENCIA CHEPICA;18 DE SEPTIEMBRE N 2314;722972391;TENENCIA;;;;;
6303;309;TENENCIA CARRETERA COLCHAGUA;RUTA 5 SUR KM 143;722972340;TENENCIA;;;;;
6303;310;SUBCOMISARiA CHIMBARONGO;VALENTIN LETELIER N 5;722972351;SUBCOMISARIA;;;;;
6304;311;RETEN LOLOL;LAS ACACIAS N 190;722972382;RETEN;;;;;
6305;312;TENENCIA NANCAGUA;CURAMONTERO N 14;722972347;TENENCIA;;;;;
6306;313;RETEN HUIQUE;EL NARANJAL N 400;722972383;RETEN;;;;;
6307;314;RETEN POBLACION;PEDRO VALDIVIA S/N;722972388;RETEN;;;;;
6307;315;TENENCIA PERALILLO;CARDENAL CARO S/N;722972385;TENENCIA;;;;;
6308;316;RETEN PLACILLA COLCHAGUA;MIRAFLORES N 27;722972349;RETEN;;;;;
6309;317;RETEN PUMANQUE;BERNARDO OHIGGINS N 30;722972389;RETEN;;;;;
6310;318;2A. COMISARiA DE SANTA CRUZ;GENERAL DEL CANTO N∞ 24;722972360;COMISARIA;;;;;
7101;319;4A. COMISARiA CANCHA RAYADA (S.U);5 ORIENTE 17 NORTE N 1140;712571164;COMISARIA;;;;;
7101;320;VII ZONA DE CARABINEROS MAULE;BERNARDO OHIGGINS N 687;712571000;ZONA;;;;;
7101;321;TENENCIA TALCA ORIENTE;2 SUR N 2149;712571139;TENENCIA;;;;;
7101;322;SUBCOMISARIA FF.EE TALCA;RUTA TRAVESIA S/N KM. 89, SECTOR GULTRO, OLIVAR;712571232;SUBCOMISARIA;;;;;
7101;323;RETEN EL SAUCE;RUTA CH115 KM 10;712571210;RETEN;;;;;
7102;324;RETEN PUTU;CONSTITUCIoN N 351;712571129;RETEN;;;;;
7102;325;2A. COMISARiA DE CONSTITUCIoN;PORTALES N 420;712571108;COMISARIA;;;;;
7102;326;RETEN VILLA SANTA OLGA;LOS LIRIOS N 484;712571131;RETEN;;;;;
7103;327;TENENCIA CUREPTO;MANUEL RODRIGUEZ N 14;752275180;TENENCIA;;;;;
7104;328;RETEN EMPEDRADO;BUERAS N 295;712571130;RETEN;;;;;
7105;329;TENENCIA MAULE;BALMACEDA N 410;712571201;TENENCIA;;;;;
7105;330;RETEN SAN JOSE DE DUAO;RUTA K635 KM. 13 S/N;712571246;RETEN;;;;;
7106;331;TENENCIA PELARCO;CATEDRAL N 50;712571197;TENENCIA;;;;;
7107;332;TENENCIA PENCAHUE;FERNANDO PAROT SILVA S/N;712571185;TENENCIA;;;;;
7108;333;TENENCIA RIO CLARO;CASIMIRO SEPULVEDA S/N;712571191;TENENCIA;;;;;
7108;334;RETEN CAMARICO;RUTA 5 SUR KM 222;712571195;RETEN;;;;;
7108;335;RETEN EL RADAL (F);RUTA K275 KM 19;752275163;RETEN;;;;;
7109;336;1A. COMISARiA SAN CLEMENTE;CALLE ALEJANDRO CRUZ N 349;712571079;COMISARIA;;;;; 
7109;337;RETEN MARIPOSAS;RUTA K579 KM 8;712571101;RETEN;;;;;
7110;338;TENENCIA SAN RAFAEL;AVENIDA PONIENTE S/N;712571181;TENENCIA;;;;;
7110;339;SUBCOMISARiA I.A.T. Y CARRETERAS TALCA;RUTA 5 SUR KM 237;712571076;SUBCOMISARIA;;;;;
7201;340;4A. COMISARiA DE CAUQUENES;MEMBRILLAR N 420 (DIRECCION TEMPORAL: SAN FRANCISCO 399);732673130;COMISARIA;;;;;
7201;341;RETEN ESTACIoN CAUQUENES;ARMANDO CORTINEZ N 391;732671353;RETEN;;;;;
7202;342;2A. COMISARiA DE CHANCO;TENIENTE MERINO S/N;732673074;COMISARIA;;;;;
7203;343;RETEN PELLUHUE;ARTURO PRAT N 100;732673094;RETEN;;;;;
7301;344;1A. COMISARiA DE CURICo;SAN MARTIN N 610;752275030;COMISARIA;;;;;
7301;345;TENENCIA AGUAS NEGRAS;LICANTeN N 901;752275058;TENENCIA;;;;;
7301;346;SUBCOMISARiA SANTA FE;ISLAS AUSTRALES N 2245;752275069;SUBCOMISARIA;;;;;
7302;347;TENENCIA HUALAE;LIBERTADOR BERNARDO OHIGGINS N 21;75275106;TENENCIA;;;;;
7303;348;2A. COMISARiA DE LICANTeN;MATAQUITO N 128;752275079;COMISARIA;;;;;
10106;349;SUBCOMISARiA LOS MUERMOS;FEDERICO REDLICH S/N;652765220;Subcomisaria;;;;;
10106;350;RETEN PARAGUAY CHICO;KM.28 RUTA V600;652765192;Reten;;;;;
10106;351;RETEN RIO FRIO;CAMINO REAL S/N ESQ. RUTA V460;652765222;Reten;;;;;
10105;352;RETEN CASMA;ROBERTO SIMPSON S/N;652765156;Reten;;;;;
10105;353;SUBCOMISARiA FRUTILLAR;CARLOS RICHTER S/N;652765149;Subcomisaria;;;;;
10104;354;TENENCIA FRESIA;BERNARDO OHIGGINS N 289;652765128;Tenencia;;;;;
10103;355;RETEN CANUTILLAR;RUTA 70E KM 14;652765135;Reten;;;;;
10103;356;RETEN COCHAMO;RUTA V69 KILoMETRO N 46;652765136;Reten;;;;;
10103;357;RETEN PASO EL LEON (F);SECTOR PASO EL LEoN S/N;652765271;Reten;;;;;
10103;358;RETEN RIO PUELO;RUTA V69 KILOMETRO 76;652765137;Reten;;;;;
10103;359;RETEN LLANADA GRANDE (F);RUTA V721, KM. 32;652765269;Reten;;;;;
10103;360;RETEN PASO BOLSON (F);SECTOR LAGO LAS ROCAS S/N;652765270;Reten;;;;;
10102;361;RETEN ISLA HUAR;ALFARO S/N;652765244;Reten;;;;;
10102;362;4A. COMISARIA CALBUCO;GALVARINO RIVEROS N 70;652765227;Comisaria;;;;;
10102;363;RETEN ISLA PULUQUI;SECTOR CHAUQUEAR S/N.;652765249;Reten;;;;;
10101;364;TENENCIA LAS QUEMAS;RUTA V600 KM 7,3;652765189;Tenencia;;;;;
10101;365;TENENCIA PANITAO (MC);RUTA 5 SUR KM 1034;652765185;Tenencia;;;;;
10101;366;6A. COMISARIA ALERCE (S.U.).;AV. VIOLETA PARRA S/N;652765470;Comisaria;;;;;
10101;367;RETEN PIEDRA AZUL (EX CORRENTOSO);RUTA V65 KM 21;652765272;Reten;;;;;
10101;368;5A. COMISARIA PUERTO MONTT;PARQUE INDUSTRIAL N 420;652765251;Comisaria;;;;;
10101;369;7A. COMISARIA MIRASOL;AV. LA CRUZ S/N;652765470;Comisaria;;;;;
10101;370;X ZONA DE CARABINEROS LOS LAGOS;MIRAMAR N 1500;652765000;Zona;;;;;
10101;371;8A. COMISARIA C.O.P. LLANQUIHUE;DEBER CUMPLIDO 71;652765180;Comisaria;;;;;
10101;372;SUBCOMISiA RELONCAVI;RIO YELI S/N;652765194;Subcomisaria;;;;;
14204;373;4A. COMISARiA DE RIO BUENO;Avenida. Arturo Prat N 702;642664180;Comisaria;;;;;
14204;374;RETEN DIUMEN;RUTA T85 KM;632563242;Reten;;;;;
14204;375;RETEN VIVANCO;RUTA T845 KM;632563241;Reten;;;;;
14204;376;RETEN CARIMALLIN;RUTA T99U KM;642664197;Reten;;;;;
14204;377;RETEN MANTILHUE;RUTA T985 KM;642664198;Reten;;;;;
14203;378;RETEN PUERTO NUEVO;RUTA T785 KM 1;642664175;Reten;;;;;
14203;379;TENENCIA LAGO RANCO;VIA DEL MAR N 153;632563238;Tenencia;;;;;
14203;380;RETEN RIINAHUE (F);RUTA T85 KM 24;632563243;Reten;;;;;
14202;381;TENENCIA FUTRONO;JOSE MIGUEL BALMACEDA N 10;632563180;Tenencia;;;;;
14202;382;RETEN LLIFEN (F);RUTA T55 KM 22;632563182;Reten;;;;;
14201;383;RETEN CATAMUTUN;SANTA ELISA S/N;642664176;Reten;;;;;
14201;384;TENENCIA CARRETERA VALDIVIA;RUTA 5 SUR KM 869;632563143;Tenencia;;;;;
14201;385;RETEN CUNCO MASHUE;RUTA T80 KM 27;642664174;Reten;;;;;
14201;386;3A. COMISARiA LA UNIoN.;PHILLIPI N766;642564155;Comisaria;;;;;
14108;387;RETEN MALALHUE;ARTURO PRAT N 118;632563220;Reten;;;;;
14108;388;RETEN COARIPE;GUIDO BECK DE RAMBERGA N 307;632563203;Reten;;;;;
14108;389;5A COMISARIA PANGUIPULLI;Bernardo OHiggins N 1255;632563184;Comisaria;;;;;
14108;390;TENENCIA LIQUIE (F);RUTA CH201 KM;632563204;Tenencia;;;;;
14108;391;RETEN CHOSHUENCO;SAN MARTiN N 300;632563260;Reten;;;;;
14108;392;RETEN NELTUME;RUTA CH203 S/N;632563207;Reten;;;;;
14108;393;TENENCIA PIRIHUEICO (F);RUTA CH203 KM;632563210;Tenencia;;;;;
14107;394;RETEN REUMEN;12 DE OCTUBRE N 10;632563236;Reten;;;;;
14107;395;SUBCOMISARiA PAILLACO;ARTURO PRAT N 979;632563228;Subcomisaria;;;;;
14107;396;RETEN PICHIRROPULLI;BALMACEDA N 421;632563235;Reten;;;;;
14106;397;RETEN MEHUIN;LOS NOTROS S/N;632563226;Reten;;;;;
14106;398;TENENCIA SAN JOSE DE LA MARIQUINA;LORD COCHRANE SN;632563224;Tenencia;;;;;
14105;399;TENENCIA MAFIL;PEDRO DE VALDIVIA N 699;632563221;Tenencia;;;;;
14104;400;RETEN ANTILHUE;BERNARDO OHIGGINS S/N;632563177;Reten;;;;;
14104;401;2A. COMISARiA DE LOS LAGOS;QUINCHILCA N 138;632563158;Comisaria;;;;;
14104;402;RETEN RIIHUE;CHOSHUENCO S/N;632563178;Reten;;;;;
14103;403;SUBCOMISARiA LANCO;YUNGAY N 355;632563213;Subcomisaria;;;;;
14102;404;TENENCIA CORRAL;BLANCO N 12;632563140;Tenencia;;;;;
14101;405;RETEN PUNUCAPA;CASERIO PUNUCAPA S/N;632563137;Reten;;;;;
14101;406;RETEN ISLA TEJAS;LOS BOLDOS N 415;632563270;Reten;;;;;
14101;407;PREFECTURA VALDIVIA N 3;BEAUCHEF N 1025;632563020;Prefectura;;;;;
14101;408;6TA COMISARiA FF.EE VALDIVIA;BALMACEDA N5161;632563127;Comisaria;;;;;
14101;409;TENENCIA LOS JAZMINES;COLOMBIA S/N;632563117;Tenencia;;;;;
14101;410;SUBCOMISARiA GENERAL OSCAR CRISTI GALLO;FRANCIA N 2950;632563110;Subcomisaria;;;;;
14101;411;TENENCIA MOGOLLONES;DONALD CANTER N 4005;632563134;Tenencia;;;;;
14101;412;RETEN NIEBLA;DEL CASTILLO N 1060;632563139;Reten;;;;;
9211;413;4A COMISARIA VICTORIA;SOTOMAYOR N 31545  2466508;452466508;Comisaria;;;;;
9211;414;TENENCIA CARRETERA MALLECO;RUTA 5 SUR KM 613;452466530;Tenencia;;;;;
9211;415;RETEN PUA;ARTURO PRAT N 7;452466740;Reten;;;;;
9211;416;RETEN SELVA OSCURA;ALTAMIRANO N 180;452466528;Reten;;;;;
9210;417;RETEN QUILQUEN;9 DE JULIO N 158;452466501;Reten;;;;;
9210;418;3A. COMISARiA TRAIGUEN;BASILIO URRUTIA N 499;452466482;Comisaria;;;;;
9209;419;TENENCIA RENAICO;LORENZO DE LA MAZA S/N;452466440;Tenencia;;;;;
9209;420;RETEN TIJERAL;SANTA ELISA N 270;452466442;Reten;;;;;
9208;421;TENENCIA PUREN;CONTULMO N 996;452466452;Tenencia;;;;;
9207;422;RETEN LUMACO;CARLOS CONDELL N 206;662466505;Reten;;;;;
9207;423;TENENCIA CAPITAN PASTENE;ROMA N 315;452466503;Tenencia;;;;;
9207;424;RETEN PICHIPELLAHUEN;PRINCIPAL S/N;452466506;Reten;;;;;
9206;425;SUBCOMISARiA LOS SAUCES;BERNARDO OHIGGINS N 312;452466445;Subcomisaria;;;;;
9205;426;SUBCOMISARIA LONQUIMAY (F);BERNARDO OHIGGINS N 1301;662466556;Subcomisaria;;;;;
9205;427;RETEN SIERRA NEVADA;RUTA CH181 KM 102;452466564;Reten;;;;;
9205;428;TENENCIA LIUCURA (F);RUTA CH181 KM 158;452466565;Tenencia;;;;;
9204;429;SUBCOMISARiA ERCILLA;TUCAPEL S/N;452466870;Subcomisaria;;;;;
9204;430;RETEN PAILAHUEQUE;COLON N 808;452466480;Reten;;;;;
9203;431;5A. COMISARiA DE CURACAUTiN;ARAUCO N 235;452466538;Comisaria;;;;;
9203;432;RETEN MANZANAR;RUTA CH181 KM 74.600;452466553;Reten;;;;;
9203;433;RETEN MALALCAHUELLO;CRISTOBAL COLON N 305;452466552;Reten;;;;;
9202;434;RETEN MININCO;BERNARDO OHIGGINS S/N;452466665;Reten;;;;;
9202;435;RETEN ESPERANZA;BERNARDO OHIGGINS S/N;452466660;Reten;;;;;
9202;436;2A COMISARIA COLLIPULLI;BERNARDO OHIGGINS N 250;452466455;Comisaria;;;;;
9202;437;RETEN CURACO;JOSE MIGUEL CARRERA S/N, RUTA R49 KM 900;452466474;Reten;;;;;
9201;438;1A. COMISARiA DE ANGOL;Calle Dieciocho N 340;452466415;Comisaria;;;;;
9121;439;RETEN CHOLCHOL;ARTURO N 320;452466207;Reten;;;;;
9120;440;7A COMISARIA VILLARRICA;MANUEL ANTONIO MATTA N 230;452466284;Comisaria;;;;;
9120;441;RETEN LICAN RAY;GENERAL BASILIO URRUTIA N 735;452466303;Reten;;;;;
9119;442;RETEN CAJON;ALEJANDRO URRUTIA N 6;452466173;Reten;;;;;
9119;443;TENENCIA VILCUN;CALLE CHORRILLOS N 391;452466177;Tenencia;;;;;
9119;444;RETEN SAN PATRICIO;AV. INGLESA S/N;452466186;Reten;;;;;
9119;445;RETEN CHERQUENCO;MENDOZA S/N;452466175;Reten;;;;;
9118;446;TENENCIA TOLTEN;BERNARDO OHIGGINS S/N;452466247;Tenencia;;;;;
9118;447;RETEN QUEULE;COSTANERA S/N;452466249;Reten;;;;;
9117;448;RETEN HUALPIN;JORGE ALESSANDRI S/N;452466211;Reten;;;;;
9117;449;RETEN TEODORO SCHMIDT;GERMAN WINKEL S/N;452466208;Reten;;;;;
9117;450;RETEN BARROS ARANA;DOS SUR N 115;452466209;Reten;;;;;
9116;451;TENENCIA PUERTO SAAVEDRA;EJERCITO N 702;452466225;Tenencia;;;;;
9116;452;RETEN PUERTO DOMiNGUEZ;JORGE ALESSANDRI N 292;452466222;Reten;;;;;
9115;453;9A COMISARIA DE PUCON;BERNARDO OHIGGINS N 135;452466339;Comisaria;;;;;
9114;454;RETEN COMUY;RUTA S70 KM. 31;452466246;Reten;;;;;
9114;455;5A COMISARIA DE PITRUFQUEN;GRONOW N 894;452466228;Comisaria;;;;;
9113;456;RETEN PERQUENCO;21 DE MAYO N 282;452466720;Reten;;;;;
9112;457;3A COMISARIA PADRE LAS CASAS;EUSEBIO LILLO N 190;452466154;Comisaria;;;;;
9111;458;4A COMISARIA NUEVA IMPERIAL;ARTURO PRAT N 128;452466188;Comisaria;;;;;
9110;459;RETEN MELIPEUCO (F);AVENIDA PEDRO AGUIRRE CERDA N 2;452466184;Reten;;;;;
9109;460;RETEN LA PAZ;VALPARAiSO N 91;452466281;Reten;;;;;
9109;461;6A COMISARIA DE LONCOCHE;BARROS ARANA N 934;452466260;Comisaria;;;;;
9109;462;TENENCIA CARRETERA CAUTIN SUR;RUTA 5 SUR KM 748;452466279;Tenencia;;;;;
9109;463;RETEN HUISCAPI;BERNARDO OHIGGINS S/N;452466282;Reten;;;;;
9108;464;RETEN PILLANLELBUN;RECABARREN N 510;452466110;Reten;;;;;
9108;465;TENENCIA CARRETERAS CAUTIN NORTE;RUTA 5 SUR KM 654.8;452466116;Tenencia;;;;;
9108;466;1A COMISARIA DE LAUTARO;BALMACEDA N 1094;452466096;Comisaria;;;;;
9108;467;RETEN DOLLINCO;RUTA S11 KM. 29;452466118;Reten;;;;;
9107;468;TENENCIA GORBEA;BERNARDO O HIGGINS N 209;452466251;Tenencia;;;;;
9107;469;RETEN QUITRATUE;GUERRA N 660;452466253;Reten;;;;;
9107;470;RETEN LASTARRIA;VILLA ALEGRE N 201;452466254;Reten;;;;;
9106;471;TENENCIA GALVARINO;LEON GALLO N 406;452466113;Tenencia;;;;;
9105;472;RETEN QUEPE;ERNESTO RIQUELME S/N;452466174;Reten;;;;;
9105;473;TENENCIA FREIRE;PEDRO CAMALEZ S/N;452466256;Tenencia;;;;;
9105;474;RETEN RADAL;ARTURO PRAT N 290;452466258;Reten;;;;;
9104;475;RETEN REIGOLIL (F);CAMINO PUBLICO S/N;452466308;Reten;;;;;
9104;476;RETEN CATRIPULLI;RUTA S199 KM. 104;452466307;Reten;;;;;
9104;477;TENENCIA CURARREHUE (F);BERNARDO OHIGGINS N 603;452466304;Tenencia;;;;;
9103;478;RETEN LOS LAURELES;CALLE ARTEMIO GUTIeRREZ N 305;452466185;Reten;;;;;
9103;479;RETEN LAS HORTENSIAS;AVENIDA FLOR ESQUINA CALLE LUZ;452466183;Reten;;;;;
9103;480;SUBCOMISARiA CUNCO;SANTA MARiA N 181;452466180;Subcomisaria;;;;;
9102;481;RETEN TROVOLHUE;ROMILIO ADRIAZOLA S/N;452466221;Reten;;;;;
9102;482;RETEN NEHUENTUE;ARAUCO N 380;452466212;Reten;;;;;
9102;483;SUBCOMISARiA CARAHUE;ERCILLA N 190;452466214;Subcomisaria;;;;;
9101;484;TENENCIA LABRANZA;UNO NORTE N 430;452466331;Tenencia;;;;;
9101;485;8A COMISARIA TEMUCO;VALLE DE ROBLES N 910;452466317;Comisaria;;;;;
9101;486;1A COMISARIA FUERZAS ESPECIALES TEMUCO;SANTA TERESA 1280, TEMUCO;452466810;Comisaria;;;;;
9101;487;PREFECTURA CAUTIN;LUIS CLARO SOLAR N 1284;452466029;Prefectura;;;;;
9101;488;TENENCIA FAMILIA E INFANCIA ARAUCANiA;PIRCUNCHE N 0370;452466147;Tenencia;;;;;
8314;489;TENENCIA BIO BIO (F);AV. PITRIL, S/N;432243139;Tenencia;;;;;
8313;490;5A. COMISARiA YUMBEL;GENERAL CRUZ N 600;432243142;Comisaria;;;;;
8313;491;RETEN CENTINELA;IGNACIO CARRERA PINTO N 315;432243157;Reten;;;;;
8312;492;TENECIA HUEPIL;SAN FRANCISCO N 71;432243131;Tenencia;;;;;
8312;493;RETEN TUCAPEL;LAUTARO N 379;432243133;Reten;;;;;
8311;494;4A. COMISARiA DE SANTA BaRBARA;ARTURO PRAT N 179;432243106;Comisaria;;;;;
8310;495;RETEN SAN ROSENDO;ALMIRANTE LATORRE N 355;432243162;Reten;;;;;
8309;496;RETEN QUILLECO;CALLE BARROS ARANA N 680;432243129;Reten;;;;;
8308;497;RETEN QUILACO;ARTURO PRAT N 1280;432243080;Reten;;;;;
8308;498;RETEN RUCALHUE;JUAN CORONATA MARENCO N 326;432243082;Reten;;;;;
8307;499;TENENCIA NEGRETE;AV. NESTOR DEL RIO N 290;432243103;Tenencia;;;;;
8306;500;3A. COMISARiA DE NACIMIENTO;GENERAL BULNES N 39;432243084;Comisaria;;;;;
8305;501;2A. COMISARiA DE MULCHeN;AVENIDA. SALVO N 619;432243061;Comisaria;;;;;
8304;502;SUBCOMISARiA LAJA;BALMACEDA N 541;432243178;Subcomisaria;;;;;
8303;503;SUBCOMISARiA CABRERO;MANUEL PALACIOS N 906;432243168;Subcomisaria;;;;;
8303;504;RETEN MONTE AGUILA;CALLE ZAARTU N 25;432243176;Reten;;;;;
8302;505;TENENCIA ANTUCO (F);RUTA Q45 KM 63;432243127;Tenencia;;;;;
8301;506;PREFECTURA BIO BIO;RICARDO VICUA N 405;432243000;Prefectura;;;;;
8301;507;SUBCOMISARiA CABO 1 SEPULVEDA PARRAGUEZ;CALLE OROMPELLO N 1545;432243240;Subcomisaria;;;;;
8301;508;TENENCIA CENTENARIO;DIEGO DE ALMAGRO N 1475;432243047;Tenencia;;;;;
8207;509;SUBCOMISARiA TIRUA;GUERRERO N 21;412141450;Subcomisaria;;;;;
8206;510;SUBCOMISARA LOS ALAMOS;AVENIDA IGNACIO PINTO N 665;412141519;Subcomisaria;;;;;
8205;511;4A. COMISARiA DE CURANILAHUE;CALLE RAMON ZAMORA INTERIOR S/N INTERIOR;412141460;Comisaria;;;;;
8204;512;TENENCIA CONTULMO;LOS NOTROS N 15;412141457;Tenencia;;;;;
8203;513;3A. COMISARiA DE CAETE;CALLE CORNELIO SAAVEDRA N 792;422141434;Comisaria;;;;;
8202;514;1A. COMISARiA DE ARAUCO;CALLE ESMERALDA ESQ. TUCAPEL S/N.;412141394;Comisaria;;;;;
8202;515;RETEN CARAMPANGUE;VICENTE MILAN N 142;412141408;Reten;;;;;
8112;516;4A. COMISARiA DE HUALPeN;AVENIDA ALEMANIA N 2485;412141344;Comisaria;;;;;
8111;517;1A. COMISARiA DE TOMe;CALLE MARIANO EGANAA N 1033;412141278;Comisaria;;;;;
8110;518;PREFECTURA TALCAHUANO;BLANCO ENCALADA N 720;412141254;Prefectura;;;;;
8109;519;TENENCIA SANTA JUANA;LAUTARO N 13;412141148;Tenencia;;;;;
10107;520;RETEN LOS PELLINES;RUTA 5 SUR KM 989;652765147;RETEN;;;;;
10107;521;RETEN LONCOTORO;LENIA BALMACEDA S/N;652765146;RETEN;;;;;
10107;522;COMISARIA LLANQUIHUE;LOS VOLCANES S/N;652765139;SUBCOMISARIA;;;;;
10108;523;RETEN QUENUIR;IGNACIO SERRANO S/N;652765216;RETEN;;;;;
